PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,ZIP4,COUNTY
FL-I-1632,ZILLER CORPORATION, ,2500 S PARK RD,HALLANDALE BEACH,FL,33009,3814,BROWARD
FL-I-1633,"RENAISSANCE INTERNATIONAL IMPORTERS, INC.", ,2000 NW 93RD AVE,DORAL,FL,33172,2924,MIAMI-DADE
FL-I-1634,"VARELA IMPORTS, INC.", ,5201 BLUE LAGOON  DR,MIAMI,FL,33126,2075,MIAMI-DADE
FL-I-1635,SOUTH EAST COMMERCE CORP., ,5201 BLUE LAGOON DR,MIAMI,FL,33126,2064,MIAMI-DADE
FL-I-1636,PEDRO PAYNE, ,1426 ELLEN LN,APOPKA,FL,32712,3122,ORANGE
FL-I-1637,BOTRAN IMPORTS (USA) LLC, ,15561 SW 157TH ST,MIAMI,FL,33187,908,MIAMI-DADE
FL-I-1639,"GULF DISTRIBUTION CO. OF FLORIDA, L.L.C.", ,710 ANCHORS ST NW,FORT WALTON BEACH,FL,32548,3867,OKALOOSA
FL-I-1642,"MBT WINE & SPIRITS, INC.",MBT WINE & SPIRITS,1747 VAN BUREN ST,HOLLYWOOD,FL,33020,5160,BROWARD
FL-I-1643,PORTUSA CORPORATION, ,15 UTILITY DR,PALM COAST,FL,32137,7398,FLAGLER
FL-I-1644,INTEREXPRESS CORP., ,7225 NW 25TH ST,MIAMI,FL,33122,1710,MIAMI-DADE
FL-I-1646,"GLRA WINE, INC.", ,601 E ELKCAM CIR,MARCO ISLAND,FL,34145,2849,COLLIER
FL-I-1647,"THE FRANK PESCE INTERNATIONAL GROUP, L.L.C.", ,1200 CLINT MOORE RD,BOCA RATON,FL,33487,2718,PALM BEACH
FL-I-1648,MURIELLE WINERY INC., ,13131 56TH CT,CLEARWATER,FL,33760,4028,PINELLAS
FL-I-1649,VINTELL INC., ,9772 NW 29TH ST,DORAL,FL,33172,1071,MIAMI-DADE
FL-I-1651,"DANA WINE & SPIRITS IMPORTERS, INC.", ,11980 SW 144TH CT,MIAMI,FL,33186,8626,MIAMI-DADE
FL-I-1654,"FRANCISCO PLA CIGARS, INC.",FRANCISCO PLA WINE & SPIRITS,2881 NW 36TH ST,MIAMI,FL,33142,5246,MIAMI-DADE
FL-I-1655,"BIG DREAMS IMPORTERS, INC.", ,1918 HARRISON ST,HOLLYWOOD,FL,33020,7821,BROWARD
FL-I-1657,"MILANA INTERNATIONAL, INC.", ,16682 COLLINS AVE,SUNNY ISLES BEACH,FL,33160,4232,MIAMI-DADE
FL-I-1658,"PLAZA DE ESPANA GOURMET FOODS, LC", ,2503 SW 31ST AVE,HALLANDALE,FL,33009,3051,BROWARD
FL-I-1659,MASS WORLDWIDE CORP., ,4715 NW 72ND AVE,MIAMI,FL,33166,5616,MIAMI-DADE
FL-I-1660,"AMERICAN DISTRIBUTION SERVICES, INC.", ,4815 NW 79TH AVE,DORAL,FL,33166,5437,MIAMI-DADE
FL-I-1661,"DANUBIA TRADING COMPANY, INC.", ,2326 AMELIA CIR,TALLAHASSEE,FL,32304,2635,LEON
FL-I-1663,"EURO WINE IMPORTERS, INC.", ,1314 SW 1ST AVE,FT LAUDERDALE,FL,33315,1504,BROWARD
FL-I-1665,"M.I. DISTRIBUTORS, INC.", ,1217 SW 1ST AVE,FT LAUDERDALE,FL,33315,1501,BROWARD
FL-I-1666,"DIAMOND LIQUORS, INC.", ,17555 COLLINS AVE,SUNNY ISLES BEACH,FL,33160,2888,MIAMI-DADE
FL-I-1667,INTERNATIONAL SPIRITS CORPORATION, ,442 W KENNEDY BLVD,TAMPA,FL,33606,1464,HILLSBOROUGH
FL-I-1668,"BAYSIDE DISTRIBUTORS, INC.", ,2980 NW 108TH AVE,DORAL,FL,33172,2141,MIAMI-DADE
FL-I-1670,SACKEL SERVICE CORP., ,29 SW 5TH ST,POMPANO BEACH,FL,33060,7901,BROWARD
FL-I-1671,KAFKA & PARTNERS INC., ,607 POLYNESIAN CT,KISSIMMEE,FL,34758,3239,OSCEOLA
FL-I-1672,"CARIBBEAN'S RUM, CORP.", ,840 SW 105TH AVE,MIAMI,FL,33174,2633,MIAMI-DADE
FL-I-1673,"RENAISSANCE WINES, INC.", ,88101 OVERSEAS HWY,ISLAMORADA,FL,33036,3063,MONROE
FL-I-1674,CHRISTINI'S FOOD CORP.,CHRISTINI'S,7600 DR PHILLIPS BLVD,ORLANDO,FL,32819,7231,ORANGE
FL-I-1676,"IL VERONESE, INC.", ,5502 ANDERSON RD,TAMPA,FL,33614,5312,HILLSBOROUGH
FL-I-1677,"ST. BRENDAN'S TRADING CO., LTD., L.L.L.P.",KEN CALLIHAN - GENERAL PARTNER,925 FOSTORIA DR,MELBOURNE,FL,32940,1511,BREVARD
FL-I-1678,"GILIOS IMPORT & EXPORT, INC.", ,347 NW 24TH ST,MIAMI,FL,33127,4325,MIAMI-DADE
FL-I-1679,"CRYSTAL SPIRITS, INC.",CRYSTAL SPIRITS,10810 72ND ST,LARGO,FL,33777,1524,PINELLAS
FL-I-1680,"DATA MOTOR PLUS, INC.", ,21113 JOHNSON ST,PEMBROKE PINES,FL,33029,1921,BROWARD
FL-I-1681,WEB TRADE CORP., ,13093 SW 133RD CT,MIAMI,FL,33149,5850,MIAMI-DADE
FL-I-1682,CAFE BRITT CORPORATION, ,2126 NW 99TH AVE,DORAL,FL,33172,2208,MIAMI-DADE
FL-I-1684,"MID WORLD, INC.", ,6955 SW 148TH LN,DAVIE,FL,33331,2993,BROWARD
FL-I-1686,"NAZAROFF, INC.", ,33 4TH ST N,ST PETERSBURG,FL,33701,3806,PINELLAS
FL-I-1687,"I.W.S. IMPORTERS, INC.", ,6448 LAKESHORE DR NW,ST PETERSBURG,FL,33710,7766,PINELLAS
FL-I-1688,"ZARABOZO ENTERPRISES, INC.", ,1840 W 49TH ST,HIALEAH,FL,33012,2942,MIAMI-DADE
FL-I-1690,"PROVISIONS INTERNATIONAL, INC.", ,14600 SW 33RD CT,MIRAMAR,FL,33027,3744,BROWARD
FL-I-1691,"KLUGER, INC.", ,1408 SW 13TH CT,POMPANO BEACH,FL,33069,4709,BROWARD
FL-I-1692,GLOBAL WINES CORP., ,2024 SW 143RD PL,MIAMI,FL,33175,8071,MIAMI-DADE
FL-I-1693,EDUARDO BARBA, ,7201 N FLORIDA AVE,TAMPA,FL,33604,4835,HILLSBOROUGH
FL-I-1698,"ZOLLIN'S BLACK FOREST EDITION, INC.", ,90 ISLE OF VENICE DR,FORT LAUDERDALE,FL,33301,4037,BROWARD
FL-I-1703,"INTERNATIONAL SPECIALTY IMPORTS, INC.", ,762 SW MILITARY TRL,DEERFIELD BEACH,FL,33442,3025,BROWARD
FL-I-1707,TATYANA I. BLOOMER,CHENOVA,7125 LAKNER WAY,ORLANDO,FL,32822,6112,ORANGE
FL-I-1708,"DAAN IMPORTS AND EXPORTS, INC.", ,4570 SAINT JOHNS AVE,JACKSONVILLE,FL,32210,1844,DUVAL
FL-I-1710,"COASTAL IMPORTS, INC.", ,1027 POINT SEASIDE DR,CRYSTAL BEACH,FL,34681,0,PINELLAS
FL-I-1712,"SAYGAL INVESTMENTS, INC.",SELECT VINTAGES,3018 NW 72ND AVE,MIAMI,FL,33122,0,MIAMI-DADE
FL-I-1713,CARLOS SANTAMARIA VINEYARDS CORP., ,10004 NW 46TH ST,SUNRISE,FL,33351,7900,BROWARD
FL-I-1715,"SWEDEIRE, INC.", ,545 SE 12TH ST,DANIA BEACH,FL,33004,4628,BROWARD
FL-I-1717,"TRADERS & SERVICES INTERNATIONAL, INC.", ,785 CRANDON BLVD,KEY BISCAYNE,FL,33149,2534,MIAMI-DADE
FL-I-1718,MDFC CORPORATION, ,6955 NW 52ND ST,MIAMI,FL,33166,4850,MIAMI-DADE
FL-I-1721,"WORLD BEVERAGES, INC.","WORLDBEVERAGES LOGISTICS, INC.",10530 26TH ST,DORAL,FL,33172,2159,MIAMI-DADE
FL-I-1723,"JAKE & ASSOCIATES, INC.", ,8249 NW 14TH ST,CORAL SPRINGS,FL,33071,6776,BROWARD
FL-I-1724,"LORCA & CO., INC.", ,8358 NW 66TH ST,MIAMI,FL,33166,2625,MIAMI-DADE
FL-I-1726,"TIN MAN, LLC",TIN MAN IMPORTING,410 SUNSET RD,ENTERPRISE,FL,32725,2445,VOLUSIA
FL-I-1727,"TALLTREE VINEYARDS, INC.", ,2940 HORSESHOE DR S,NAPLES,FL,34104,6124,COLLIER
FL-I-1728,JEAN PAUL VEZIER,JEAN PAUL VEZIER SELECTIONS,706 NE 2ND ST,DELRAY BEACH,FL,33483,5418,PALM BEACH
FL-I-1729,"CALU INTERPRETING, INC.", ,RR 2 BOX 8073,FORT WHITE,FL,32038,9627,COLUMBIA
FL-I-1730,"PAUL WHOLESALE (USA), INC.", ,2600 NW 75TH AVE,MIAMI,FL,33122,1432,MIAMI-DADE
FL-I-1732,"KURASHVILI WERNER IMPORTS, INC.", ,2233 NURSERY RD,CLEARWATER,FL,33764,7668,PINELLAS
FL-I-1733,"I.C. & GLOBAL IMPORTS, INC.", ,22141 U.S. HIGHWAY 19  N,CLEARWATER,FL,33765,2365,PINELLAS
FL-I-1734,ASCONI CORPORATION, ,1211 STATE ROAD 436,CASSELBERRY,FL,32707,6442,SEMINOLE
FL-I-1735,SORIN-ADRIAN CROITORU,ACROS INTERNATIONAL,7801 FARRAGUT ST,HOLLYWOOD,FL,33024,2521,BROWARD
FL-I-1737,"HAVANA NIGHTS WINE DISTRIBUTORS, INC.", ,4353 NW 72ND AVE,MIAMI,FL,33166,5601,MIAMI-DADE
FL-I-1739,"CHEERS DISTRIBUTORS, INC.", ,2283-85 NE 164TH  ST,NORTH MIAMI BEACH,FL,33160,3703,MIAMI-DADE
FL-I-1740,"ROYAL INTERNATIONAL IMPORT & EXPORT, INC.", ,2455 E SUNRISE BLVD,FT LAUDERDALE,FL,33304,3109,BROWARD
FL-I-1741,PATRICIA  G. HARRIS, ,2900 NE 14TH STREET CSWY,POMPANO BEACH,FL,33062,3606,BROWARD
FL-I-1742,CARLOS E. MEDINA, ,600 SE 45TH TER,OCALA,FL,34471,3219,MARION
FL-I-1743,"SKYLER, INC.", ,1650 GLENGARRY DR,PALM HARBOR,FL,34684,2334,PINELLAS
FL-I-1745,"JF WINE IMPORTS, INC.", ,7270 114TH AVE,LARGO,FL,33773,5101,PINELLAS
FL-I-1746,"TOTAL PRODUCTS INTERNATIONAL, INC.",PRESTIGE CHATEOUX & DOMAINES,1412-1414 NW 82ND AVE,MIAMI,FL,33126,1508,MIAMI-DADE
FL-I-1747,"LA HACIENDA ARTS & CRAFTS, INC.", ,2655 S LEJEUNE RD,CORAL GABLES,FL,33134,5832,MIAMI-DADE
FL-I-1748,"G & H ENTERPRISES, INC.", ,7225 NW 68TH ST,MIAMI,FL,33166,3017,MIAMI-DADE
FL-I-1749,WINE FOR EVERYONE LLC, ,2230  SW 70TH  AVE,DAVIE,FL,33317,7131,BROWARD
FL-I-1753,"RILYMILY, L.L.C.",RDL WINE,901 CENTRAL FLORIDA PKWY,ORLANDO,FL,32824,8505,ORANGE
FL-I-1755,S&G IMPORTERS INC., ,8981 SW 122ND PL,MIAMI,FL,33186,4112,MIAMI-DADE
FL-I-1757,VINTAGE SELECTIONS INCORPORATED,VINEYARD SELECTIONS,3928 ROLLING HILL DR,TITUSVILLE,FL,32796,1163,BREVARD
FL-I-1760,"OLIVER IMPORTS SPIRITS & LIQUEURS, INC.", ,1338 SW 8TH ST,MIAMI,FL,33135,3904,MIAMI-DADE
FL-I-1761,"REGENT NETWORK SERVICES, INC.", ,2102 CAMP INDIANHEAD RD,LAND O LAKES,FL,34639,5274,PASCO
FL-I-1762,"DALCHRO, INC.", ,5836 SW 144TH CIRCLE PL,MIAMI,FL,33183,1069,MIAMI-DADE
FL-I-1764,CHAIN BRIDGE IMPORT COMPANY, ,13800 WRIGHT CIR,TAMPA,FL,33626,3032,HILLSBOROUGH
FL-I-1765,"ULYSSES IMPORTS S.A., INC.", ,8300 NW 14TH ST,DORAL,FL,33126,1504,MIAMI-DADE
FL-I-1766,"CENTRAL BEER IMPORT & EXPORT, INC.", ,2600  DOUGLAS RD,CORAL GABLES,FL,33134,0, 
FL-I-1769,"EMA WINE SERVICE, INC.", ,3400 NE 192ND ST,MIAMI,FL,33180,2457,MIAMI-DADE
FL-I-1771,AMERICAN INTERNATIONAL IMPORT EXPORT CORPORATION, ,433 PLAZA REAL,BOCA RATON,FL,33432,3999,PALM BEACH
FL-I-1772,"BUREAU PERU SERVICES, CORP.", ,11301 SW 200TH ST,MIAMI,FL,33157,8251,MIAMI-DADE
FL-I-1775,"SILVER INTERNATIONAL, INC.", ,6915 RED RD,CORAL GABLES,FL,33143,0,MIAMI-DADE
FL-I-1776,"EDGEWATER EXPORTS, LLC",EDGEWATER EXPORTS,5051 PONCE DE LEON BLVD,CORAL GABLES,FL,33146,2011,MIAMI-DADE
FL-I-1777,"MARKOVICH IMPORTS, LLC", ,11555 HERON BAY BLVD,CORAL SPRINGS,FL,33076,3361,BROWARD
FL-I-1778,"JVR IMPORTS & EXPORTS, L.L.C.", ,3059 LAKEWOOD DR,WESTON,FL,33332,1847,BROWARD
FL-I-1780,"TREC, INC.", ,414 NE 4TH ST,FORT LAUDERDALE,FL,33301,1152,BROWARD
FL-I-1781,"BRITZ RESOURCE CONSULTING, INC.", ,9279 STARPASS DR,JACKSONVILLE,FL,32256,3802,DUVAL
FL-I-1782,"ADVANTAGE INTERNATIONAL DISTRIBUTORS, INC.", ,8880 NW 20 ST,MIAMI,FL,33172,2636,MIAMI-DADE
FL-I-1783,"ATLANTIC WINE IMPORTS, INC.", ,6630 NEWPORT LAKE CIR,BOCA RATON,FL,33496,3001,PALM BEACH
FL-I-1785,"JC & A GROUP, LLC", ,979 SHOTGUN RD,SUNRISE,FL,33326,1964,BROWARD
FL-I-1787,"DON RIVERA IMPORTERS, INC", ,21399 MARINA COVE CIR,MIAMI,FL,33180,4029,MIAMI-DADE
FL-I-1788,"TRT GROUP, INC.", ,4131 NE 6TH AVE,OAKLAND PARK,FL,33334,2210,BROWARD
FL-I-1789,"SAMORAN DISTRIBUTION, INC.", ,21 SIMONTON CIR,WESTON,FL,33326,1175,BROWARD
FL-I-1790,LENSUR USA CORPORATION, ,1835 NW 22ND ST,MIAMI,FL,33142,7443,MIAMI-DADE
FL-I-1791,"TOYALINK ENTERPRISES, INC.", ,1821 HARBOR VIEW CIR,WESTON,FL,33327,1343,BROWARD
FL-I-1793,NWP USA CORPORATION, ,9300 NW 58TH ST,DORAL,FL,33178,1633,MIAMI-DADE
FL-I-1794,"OGOS INTERNATIONAL, INC.", ,11866 SW 98 TER,MIAMI,FL,33186,1706,MIAMI-DADE
FL-I-1795,"LAPHAM SALES AND MARKETING, INC.",LAPHAM IMPORT COMPANY,955 NW 159TH DR,MIAMI,FL,33169,5821,MIAMI-DADE
FL-I-1796,"ARGENTINE COMMODITIES, INC.",SOUTH VALLEY WINES,1985 NW 88TH CT,MIAMI,FL,33172,2648,MIAMI-DADE
FL-I-1797,JAZZ CENTRAL LLC, ,888 BISCAYNE BLVD,MIAMI,FL,33132,1555,MIAMI-DADE
FL-I-1798,"HOYA SAXA IMPORTERS, INC.", ,8105 NW 77TH ST,MIAMI,FL,33166,2199,MIAMI-DADE
FL-I-1800,DYLAIN PRODUCE LLC, ,1033 NW 31ST  AVE,POMPANO BEACH,FL,33069,1107,BROWARD
FL-I-1801,"S & F TRADING COMPANY, LLC", ,2258 NW 82ND AVE,DORAL,FL,33122,1509,MIAMI-DADE
FL-I-1802,"WINES-N-LIQUORS, LLC", ,10985 HAWKS VISTA ST,PLANTATION,FL,33324,8225,BROWARD
FL-I-1803,THOMAS J. O'MALLEY,THOMAS J. O'MALLEY COMPANY,7812 SPANISH OAKS DR,JACKSONVILLE,FL,32221,6160,DUVAL
FL-I-1804,"WINE ESTATES INTERNATIONAL, INC.", ,25241 STATE ROAD 52,LAND O LAKES,FL,34639,7172,PASCO
FL-I-1805,"B. E. IMPORT & EXPORT, INC.", ,1288 SW 1ST WAY,DEERFIELD BEACH,FL,33441,6645,BROWARD
FL-I-1806,"B AND D IMPORT EXPORT, INC.", ,1150 S POWERLINE RD,POMPANO BEACH,FL,33069,4310,BROWARD
FL-I-1807,TIMOTHY S. ZIZACK,FUSION IMPORTERS,15404 DEERGLEN DR,TAMPA,FL,33624,1708,HILLSBOROUGH
FL-I-1808,"UNIQUE BEERS, INC.",UNIQUE BEERS,808 W AMELIA ST,ORLANDO,FL,32805,1404,ORANGE
FL-I-1809,G'DAY MATE AUSTRALIAN WINES INC., ,5830 NW 38TH TER,GAINESVILLE,FL,32653,8383,ALACHUA
FL-I-1811,"MARCO & SON WINE IMPORTING & DISTRIBUTION, INC.", ,618 S WARE BLVD,TAMPA,FL,33619,4443,HILLSBOROUGH
FL-I-1812,"HUNTER VALLEY FINE WINES, INC.", ,3305 PALM ISLAND RD,JACKSONVILLE,FL,32250,2323,DUVAL
FL-I-1817,"SANTANA ENTERPRISES, INC.", ,1271 LA QUINTA DR,ORLANDO,FL,32809,7713,ORANGE
FL-I-1818,"AMERITIF BRANDS, INC.", ,2136 SEA HAWK DR,PONTE VEDRA BEACH,FL,32082,1684,SAINT JOHNS
FL-I-1820,DYNASTY TRADING COMPANY, ,115 LITHIA PINECREST RD,BRANDON,FL,33511,5329,HILLSBOROUGH
FL-I-1822,"CAPE WINE IMPORTS, INC.", ,2813 S HIAWASSEE RD,ORLANDO,FL,32835,6689,ORANGE
FL-I-1823,"MASTER MERCHANT, L.L.C.", ,14310 NW 16TH ST,PEMBROKE PINES,FL,33028,3007,BROWARD
FL-I-1824,"PINES LIQUORS - IMPORT & EXPORT, INC.", ,1910 NW 18TH ST,POMPANO BEACH,FL,33069,1664,BROWARD
FL-I-1825,ASH CO., ,455 S NOVA RD,ORMOND BEACH,FL,32174,6138,VOLUSIA
FL-I-1826,"LARAND IMPORTS, INC.", ,4548 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,5204,BROWARD
FL-I-1828,D&B IMPORTS LLC, ,888 BISCAYNE BLVD,MIAMI,FL,33132,1555,MIAMI-DADE
FL-I-1829,"SOUTHERN QUEST INTERNATIONAL, LLC", ,21 SE 10TH ST,DEERFIELD BEACH,FL,33441,5305,BROWARD
FL-I-1830,"KBT ENTERPRISES, INC.", ,8001 W 26TH AVE,HIALEAH,FL,33016,2753,MIAMI-DADE
FL-I-1831,"MARCO POLO EXPORT, INC.", ,3310 SW 58TH ST,OCALA,FL,34474,5839,MARION
FL-I-1832,"POLEX CORPORATION, INC.", ,9910 NW 80TH AVE,HIALEAH GARDENS,FL,33016,2322,MIAMI-DADE
FL-I-1835,ONE SEVEN GROUP INC., ,8933 NW 23RD ST,DORAL,FL,33172,2404,MIAMI-DADE
FL-I-1837,MARKETING & MANUFACTURERS (LTD) INC., ,1135 PASADENA AVE S,SOUTH PASADENA,FL,33707,2887,PINELLAS
FL-I-1838,"WALHOF & CO., MERGERS AND ACQUISITIONS, LLC", ,1111 RITZ CARLTON DR,SARASOTA,FL,34236,5598,SARASOTA
FL-I-1840,KALOWINE USA CO., ,882 OLEANDER DR,PLANTATION,FL,33317,1315,BROWARD
FL-I-1841,"GLOBAL IMPORTS, LLC", ,131 SPRINGWOOD CIR,LONGWOOD,FL,32750,5008,SEMINOLE
FL-I-1843,"J. BALCELLS & CO., INC.", ,2655 LE JEUNE RD,CORAL GABLES,FL,33134,5832,MIAMI-DADE
FL-I-1844,"WINEMASTERS IMPORT, LLC", ,500 SW 12TH AVE,POMPANO BEACH,FL,33069,3506,BROWARD
FL-I-1846,"WM WINE COLLECTION, INC.", ,1111 N BAYSHORE,CLEARWATER,FL,33759,3315,PINELLAS
FL-I-1847,"WINE BUSINESS GROUP, INC.", ,6301 COLLINS AVE,MIAMI BEACH,FL,33141,4656,MIAMI-DADE
FL-I-1849,"VINO SORELLI, INC.",VINO SORELLI,2655 LEJEUNE RD,CORAL GABLES,FL,33134,0,MIAMI-DADE
FL-I-1850,"CIGAR & LIQUOR ENTERPRISES, INC", ,12314 SW 133RD CT,MIAMI,FL,33186,6433,MIAMI-DADE
FL-I-1851,"TABLE BAY INTERNATIONAL, INC.", ,2618 SUCCESS DR,ODESSA,FL,33556,3414,PASCO
FL-I-1852,"BALERO GROUP, LLC", ,8671 NW 66TH ST,MIAMI,FL,33166,2670,MIAMI-DADE
FL-I-1855,"ORIGINALE PRODUCTS, INC.", ,1521 LENOX AVE,MIAMI BEACH,FL,33139,3370,MIAMI-DADE
FL-I-1856,"EXQUISITE LIQUORS, LLC", ,441 NE 20TH AVE,DEERFIELD BEACH,FL,33441,3828,BROWARD
FL-I-1857,"DF BEER IMPORTING COMPANY, INC", ,7830 ELLIS RD,MELBOURNE,FL,32904,1108,BREVARD
FL-I-1858,UNIVERSAL EXPORTS CORPORATION, ,5776 ENTERPRISE PKWY,FORT MYERS,FL,33905,5005,LEE
FL-I-1860,UNIVERSAL BEVERAGES LLC, ,2250 NW 93RD AVE,DORAL,FL,33172,4801,MIAMI-DADE
FL-I-1861,"SANWA TRADING CO., INC.", ,404 SUNPORT LN,ORLANDO,FL,32809,8118,ORANGE
FL-I-1862,CONO SUR WINE IMPORTERS L.L.C., ,13899 BISCAYNE BLVD,NORTH MIAMI BEACH,FL,33181,1637,MIAMI-DADE
FL-I-1863,ARGENTINA FOODS & WINES CORP., ,3610 NW 115TH AVE,MIAMI,FL,33178,1863,MIAMI-DADE
FL-I-1864,"GOURMET AND SPIRITS, LLC", ,1131 OBISPO AVE,CORAL GABLES,FL,33134,3557,MIAMI-DADE
FL-I-1865,"SIMON INTERNATIONAL, L.L.C.",SIMON INTERNATIONAL,418 CANDIA AVE,CORAL GABLES,FL,33134,7152,MIAMI-DADE
FL-I-1866,"NEWTON LAND DEVELOPMENT, INC.", ,152 N HARBOR CITY BLVD,MELBOURNE,FL,32935,6794,BREVARD
FL-I-1867,"UNIVERSAL BRANDS, INC", ,8207 NW 70TH ST,MIAMI,FL,33166,2743,MIAMI-DADE
FL-I-1868,SHRINATH HOLDINGS LLC, ,3245 VIRGINIA ST,MIAMI,FL,33133,5248,MIAMI-DADE
FL-I-1869,IASSENA G. STRATIEVA & MICHAEL LUKIANOFF,BALKAN IMPORTS,2401 BAYSHORE BLVD,TAMPA,FL,33629,7302,HILLSBOROUGH
FL-I-1870,CARRINGTON CARIBBEAN COMMERCE CORP., ,1220 NE 204TH TER,NORTH MIAMI BEACH,FL,33179,2642,MIAMI-DADE
FL-I-1871,"WINECO, CORP.",VOILA USA,6342 NW 99TH AVE,DORAL,FL,33178,2721,MIAMI-DADE
FL-I-1872,"LA COLLINA, INC", ,13800 WRIGHT CIR,TAMPA,FL,33626,3032,HILLSBOROUGH
FL-I-1873,"CASA VINO, LLC", ,3698 1/2 NW 16TH ST,LAUDERHILL,FL,33311,4142,BROWARD
FL-I-1874,MARIE EDIE HONORE, ,13001 NW 17TH CT,MIAMI,FL,33167,1500,MIAMI-DADE
FL-I-1876,LLOYD MORGAN, ,8187 N UNIVERSITY DR,TAMARAC,FL,33321,1737,BROWARD
FL-I-1877,"CAVAS DEL PILAR, INC.",CAVAS WINE AND SPIRITS,1691 W 37TH ST,HIALEAH,FL,33012,4652,MIAMI-DADE
FL-I-1878,UNITED BEVERAGES LLC, ,11447 NW 34TH ST,DORAL,FL,33178,1831,MIAMI-DADE
FL-I-1879,"TAVERNA IMPORTS, INC.",UNITED WINE DISTRIBUTORS,18181 NE 31ST CT,AVENTURA,FL,33160,2677,MIAMI-DADE
FL-I-1880,MILANO MAGGIOLINI WINE COMPANY,RED ROMAN WINES,550 OCEAN DR,KEY BISCAYNE,FL,33149,2302,MIAMI-DADE
FL-I-1881,FONBELLE AMERICAS CORPORATION, ,2355 SALZEDO ST,CORAL GABLES,FL,33134,0,MIAMI-DADE
FL-I-1882,"JOHN TADDEO ENTERPRISES, INC", ,110 E ATLANTIC AVE,DELRAY BEACH,FL,33444,3746,PALM BEACH
FL-I-1883,"R.E.L. IMPORTING & DISTRIBUTING, INC.", ,7984 SW JACK JAMES DR,STUART,FL,34997,7241,MARTIN
FL-I-1884,"CROSS BRIDGE, LLC", ,2335 NW 107TH AVE,MIAMI,FL,33172,2165,MIAMI-DADE
FL-I-1886,WINES & WINES LLC, ,6521 NW 87TH AVE,MIAMI,FL,33178,1624,MIAMI-DADE
FL-I-1888,VICTORIA GROUP INC., ,20533 BISCAYNE BLVD,AVENTURA,FL,33180,1529,MIAMI-DADE
FL-I-1889,"JMP WINE IMPORTS, INC.", ,10241 METRO PKWY,FORT MYERS,FL,33966,1028,LEE
FL-I-1890,JOSE MAURICIO VILLEGAS,GRUPO VILLEGAS,22181 BOCA RANCHO DR,BOCA RATON,FL,33428,4330,PALM BEACH
FL-I-1894,TUSCANY IMPORT LLC, ,1450 SW 13TH CT,POMPANO BEACH,FL,33069,0,BROWARD
FL-I-1895,"MIAMI-INT'L WINE CELLARS, INC.", ,1711 W 38TH PL,HIALEAH,FL,33012,7033,MIAMI-DADE
FL-I-1896,"PECOS TRADING, CORP.",ARTISAN BRANDS,7771 NW 146 ST,MIAMI LAKES,FL,33016,1559,MIAMI-DADE
FL-I-1898,"ITALWINE IMPORTS, INC.", ,1235 ALTON RD,MIAMI BEACH,FL,33139,3809,MIAMI-DADE
FL-I-1899,CONTE DON INTRANOVA VINI D'ITALIA CO. INC., ,204 NE 33RD ST,OAKLAND PARK,FL,33334,1144,BROWARD
FL-I-1900,"UN PO' PAZZO, INC.", ,101 PLAZA REAL  S,BOCA RATON,FL,33432,4852,PALM BEACH
FL-I-1902,DI DIEGO WINE & FOOD CORP., ,6949 NW 82ND AVE,MIAMI,FL,33166,2766,MIAMI-DADE
FL-I-1905,"ALVIAN IMPORTS, INC.", ,2045 NE 151ST ST,NORTH MIAMI BEACH,FL,33162,6013,MIAMI-DADE
FL-I-1906,"MERANI FOODS & BEVERAGES, INC", ,3711 POLK ST,HOLLYWOOD,FL,33021,6815,BROWARD
FL-I-1907,"L' NATURAL, INC", ,3287 NW 78TH AVE,DORAL,FL,33122,1121,MIAMI-DADE
FL-I-1909,"B & G DISTRIBUTORS, CORP.", ,19620 PINES BLVD,PEMBROKE PINES,FL,33029,1302,BROWARD
FL-I-1910,"OLE PRODUCTS IMPORTS, LLC", ,3761 SW 142ND AVE,MIAMI,FL,33175,6718,MIAMI-DADE
FL-I-1911,"PAMPA BEVERAGES, LLC", ,1110 BRICKELL AVE,MIAMI,FL,33131,3138,MIAMI-DADE
FL-I-1915,"GLOBAL IMPORTS & EXPORTS DISTRIBUTORS, INC.", ,13101 56TH CT,CLEARWATER,FL,33760,3713,PINELLAS
FL-I-1916,THOROUGHBRED DISTRIBUTION COMPANY,THOROUGHBRED WINES,1206 STERLING RD,DANIA,FL,33004,3535,BROWARD
FL-I-1917,"VINCORTE, INC.", ,6701 NW 7TH ST,MIAMI,FL,33126,6008,MIAMI-DADE
FL-I-192,"STARBOARD CRUISE SERVICES, INC.", ,9290 NW 112 AVE,MIAMI,FL,33178,0,MIAMI-DADE
FL-I-1921,DON MEXXICO BRANDS COMPANY, ,2609 SAMMONDS RD,PLANT CITY,FL,33563,4554,HILLSBOROUGH
FL-I-1922,"N.D. & J. MARKET,  INC.", ,350 S UNIVERSITY DR,PEMBROKE PNES,FL,33025,2236,BROWARD
FL-I-1923,"NEWLIFE REHABILITATION SPECIALISTS, INC.","BARBANCOURT USA, INC.",1900 DIVISION AVE,WEST PALM BEACH,FL,33407,6215,PALM BEACH
FL-I-1924,"INTERNATIONAL ASSOCIATED SERVICES PRODUCTS, INC.", ,13971 SW 2ND ST,MIAMI,FL,33175,7006,MIAMI-DADE
